device_id,ph,turbidity_ntu,tds_ppm,water_quality_category
soil-water-monitor-1,6.2,31.34,1445.2,Unsafe
soil-water-monitor-1,4.0,32.02,2268.7,Critical
soil-water-monitor-1,6.95,2.3,460.2,Safe
soil-water-monitor-2,6.61,8.2,634.4,Moderate
soil-water-monitor-3,6.7,1.83,249.3,Safe
soil-water-monitor-2,7.67,0.61,412.7,Safe
soil-water-monitor-2,5.94,26.56,1380.5,Unsafe
soil-water-monitor-1,7.26,5.53,331.7,Safe
soil-water-monitor-3,6.52,9.66,561.0,Moderate
soil-water-monitor-3,7.15,1.31,406.5,Safe
soil-water-monitor-1,7.27,3.76,439.1,Safe
soil-water-monitor-3,7.23,4.42,567.7,Safe
soil-water-monitor-1,7.97,0.0,288.5,Safe
soil-water-monitor-2,7.74,2.4,235.8,Safe
soil-water-monitor-2,7.22,1.23,228.6,Safe
soil-water-monitor-2,7.28,0.39,172.9,Safe
soil-water-monitor-2,5.92,2.18,468.3,Safe
soil-water-monitor-2,5.49,31.31,1471.5,Critical
soil-water-monitor-1,4.0,30.11,2113.6,Critical
soil-water-monitor-3,5.45,52.02,2818.6,Critical
soil-water-monitor-3,5.25,14.39,1126.5,Critical
soil-water-monitor-1,6.03,8.04,552.0,Unsafe
soil-water-monitor-1,7.37,5.23,747.6,Moderate
soil-water-monitor-2,6.79,5.44,687.5,Moderate
soil-water-monitor-2,6.5,5.62,674.4,Moderate
soil-water-monitor-3,6.41,6.57,750.2,Moderate
soil-water-monitor-3,6.68,5.07,635.4,Moderate
soil-water-monitor-3,7.72,2.59,331.7,Safe
soil-water-monitor-3,7.5,1.94,239.7,Safe
soil-water-monitor-1,6.52,8.64,1047.9,Moderate
soil-water-monitor-1,4.04,100.54,1887.8,Critical
soil-water-monitor-2,4.47,89.86,1685.7,Critical
soil-water-monitor-3,5.17,37.48,1344.2,Critical
soil-water-monitor-2,6.82,1.56,349.3,Safe
soil-water-monitor-3,6.86,4.77,526.4,Safe
soil-water-monitor-1,7.43,2.7,340.6,Safe
soil-water-monitor-1,4.91,18.5,1090.6,Critical
soil-water-monitor-3,7.69,0.74,216.8,Safe
soil-water-monitor-2,4.58,18.21,973.3,Unsafe
soil-water-monitor-3,4.15,86.76,2509.5,Critical
soil-water-monitor-2,7.0,5.24,241.6,Safe
soil-water-monitor-3,8.26,1.77,405.3,Safe
soil-water-monitor-2,6.72,4.93,622.6,Moderate
soil-water-monitor-1,5.35,5.38,889.5,Unsafe
soil-water-monitor-1,7.16,2.7,165.3,Safe
soil-water-monitor-2,7.58,2.39,186.3,Safe
soil-water-monitor-1,7.64,1.03,214.5,Safe
soil-water-monitor-2,6.68,8.24,696.3,Moderate
soil-water-monitor-3,6.31,2.36,525.5,Safe
soil-water-monitor-2,6.2,25.7,1048.5,Unsafe
soil-water-monitor-1,5.75,40.01,1312.0,Unsafe
soil-water-monitor-1,4.46,24.79,1328.8,Critical
soil-water-monitor-3,7.3,3.11,250.8,Safe
soil-water-monitor-2,6.89,0.93,350.6,Safe
soil-water-monitor-2,6.62,1.65,391.8,Safe
soil-water-monitor-3,6.11,11.03,1120.3,Unsafe
soil-water-monitor-1,6.82,5.87,784.5,Moderate
soil-water-monitor-2,7.13,6.15,450.3,Safe
soil-water-monitor-3,7.56,3.32,231.2,Safe
soil-water-monitor-3,5.53,12.03,1623.1,Unsafe
soil-water-monitor-3,5.97,19.8,2030.3,Critical
soil-water-monitor-1,6.85,57.05,1913.8,Unsafe
soil-water-monitor-1,6.21,2.79,545.6,Safe
soil-water-monitor-1,6.5,7.84,612.5,Moderate
soil-water-monitor-1,5.49,31.03,1430.3,Unsafe
soil-water-monitor-2,7.68,4.28,240.2,Safe
soil-water-monitor-3,7.15,6.77,538.4,Moderate
soil-water-monitor-2,7.52,1.01,258.3,Safe
soil-water-monitor-2,7.12,4.17,188.0,Safe
soil-water-monitor-3,5.27,19.6,1310.7,Critical
soil-water-monitor-1,6.15,10.67,1012.0,Unsafe
soil-water-monitor-2,5.39,55.7,1439.6,Critical
soil-water-monitor-3,7.65,0.29,158.7,Safe
soil-water-monitor-3,7.24,1.86,324.1,Safe
soil-water-monitor-3,7.45,5.24,639.9,Moderate
soil-water-monitor-3,6.42,5.92,805.3,Moderate
soil-water-monitor-1,7.07,1.1,202.5,Safe
soil-water-monitor-3,7.63,0.0,348.8,Safe
soil-water-monitor-1,7.28,3.51,242.8,Safe
soil-water-monitor-1,7.06,1.92,282.0,Safe
soil-water-monitor-3,7.0,0.85,324.9,Safe
soil-water-monitor-1,5.13,24.96,1772.9,Critical
soil-water-monitor-2,6.65,9.52,1108.2,Moderate
soil-water-monitor-3,7.97,1.99,403.3,Safe
soil-water-monitor-2,7.17,2.94,554.6,Safe
soil-water-monitor-1,5.53,23.78,1413.0,Unsafe
soil-water-monitor-1,7.05,58.05,2931.0,Unsafe
soil-water-monitor-2,5.28,12.31,1146.3,Unsafe
soil-water-monitor-1,5.92,22.37,1095.8,Unsafe
soil-water-monitor-3,7.16,3.88,289.1,Safe
soil-water-monitor-3,7.21,5.63,847.9,Moderate
soil-water-monitor-3,7.38,1.75,279.8,Safe
soil-water-monitor-2,5.48,20.17,1551.7,Critical
soil-water-monitor-3,6.73,3.1,139.6,Safe
soil-water-monitor-3,3.81,89.21,3641.3,Critical
soil-water-monitor-3,7.06,7.11,630.3,Moderate
soil-water-monitor-1,6.92,2.93,268.7,Safe
soil-water-monitor-2,6.36,5.58,702.7,Moderate
soil-water-monitor-1,7.12,8.38,787.9,Moderate
soil-water-monitor-3,5.75,16.55,681.1,Unsafe
soil-water-monitor-1,6.47,7.82,516.3,Moderate
soil-water-monitor-2,7.75,3.26,425.8,Safe
soil-water-monitor-2,7.35,1.13,536.3,Safe
soil-water-monitor-2,6.08,8.56,946.0,Moderate
soil-water-monitor-3,7.38,2.16,282.4,Safe
soil-water-monitor-3,5.68,30.68,1237.2,Unsafe
soil-water-monitor-1,5.54,11.57,1779.0,Unsafe
soil-water-monitor-3,7.04,10.93,889.4,Moderate
soil-water-monitor-1,6.75,0.63,249.3,Safe
soil-water-monitor-2,7.52,0.48,388.6,Safe
soil-water-monitor-2,4.88,44.6,1142.0,Critical
soil-water-monitor-3,6.34,8.22,777.2,Moderate
soil-water-monitor-3,,0.9,293.7,Safe
soil-water-monitor-2,7.19,9.63,688.5,Moderate
soil-water-monitor-2,6.13,4.35,525.8,Moderate
soil-water-monitor-3,6.2,49.51,1512.6,Unsafe
soil-water-monitor-2,6.38,5.84,616.2,Moderate
soil-water-monitor-3,6.88,1.51,210.6,Safe
soil-water-monitor-3,6.97,1.89,162.5,Safe
soil-water-monitor-1,7.79,7.49,822.7,Moderate
soil-water-monitor-3,7.41,0.0,256.3,Safe
soil-water-monitor-1,6.7,10.26,906.3,Moderate
soil-water-monitor-3,6.99,1.33,185.6,Safe
soil-water-monitor-1,7.07,4.61,256.4,Safe
soil-water-monitor-2,5.4,14.93,1828.5,Critical
soil-water-monitor-3,6.02,10.15,475.5,Moderate
soil-water-monitor-2,5.14,41.76,2595.4,Critical
soil-water-monitor-2,6.67,85.99,1968.5,Unsafe
soil-water-monitor-2,7.39,3.87,304.6,Safe
soil-water-monitor-3,7.37,5.26,341.1,Safe
soil-water-monitor-1,7.16,2.07,409.5,Safe
soil-water-monitor-3,6.92,7.66,598.6,Moderate
soil-water-monitor-2,6.59,5.09,784.0,Moderate
soil-water-monitor-1,4.79,10.52,1253.5,Critical
soil-water-monitor-1,6.2,8.4,809.6,Moderate
soil-water-monitor-2,7.99,2.18,382.8,Safe
soil-water-monitor-2,5.22,61.1,2050.8,Critical
soil-water-monitor-1,7.62,3.64,226.6,Safe
soil-water-monitor-2,6.31,20.76,1114.2,Unsafe
soil-water-monitor-2,6.14,8.84,776.5,Unsafe
soil-water-monitor-1,6.56,5.67,927.6,Moderate
soil-water-monitor-1,6.69,9.56,822.7,Moderate
soil-water-monitor-3,5.88,29.9,1222.9,Unsafe
soil-water-monitor-3,7.3,2.27,201.5,Safe
soil-water-monitor-3,7.37,4.21,695.6,Moderate
soil-water-monitor-1,7.23,1.89,430.4,Safe
soil-water-monitor-1,6.47,26.44,626.0,Moderate
soil-water-monitor-1,6.2,11.53,968.9,Unsafe
soil-water-monitor-3,7.22,1.75,318.2,Safe
soil-water-monitor-3,6.97,0.58,200.1,Safe
soil-water-monitor-3,4.17,89.66,3727.1,Critical
soil-water-monitor-2,5.95,13.25,677.2,Unsafe
soil-water-monitor-2,7.53,3.45,284.5,Safe
soil-water-monitor-1,5.13,43.21,1025.3,Critical
soil-water-monitor-1,6.45,15.59,1357.4,Unsafe
soil-water-monitor-1,7.65,3.52,258.7,Safe
soil-water-monitor-1,6.32,27.31,1131.3,Unsafe
soil-water-monitor-2,7.39,6.71,381.0,Safe
soil-water-monitor-2,5.83,6.54,824.1,Unsafe
soil-water-monitor-1,7.1,1.91,258.1,Safe
soil-water-monitor-2,6.5,7.01,574.6,Moderate
soil-water-monitor-3,6.74,0.7,257.8,Safe
soil-water-monitor-3,5.64,28.88,3050.5,Critical
soil-water-monitor-1,7.68,4.79,375.7,Safe
soil-water-monitor-3,,80.5,1208.4,Unsafe
soil-water-monitor-1,7.22,0.32,268.1,Safe
soil-water-monitor-1,7.34,1.72,270.6,Safe
soil-water-monitor-3,6.84,14.51,843.2,Moderate
soil-water-monitor-2,6.94,1.6,245.7,Safe
soil-water-monitor-2,7.55,3.3,211.6,Safe
soil-water-monitor-1,7.39,2.7,280.0,Safe
soil-water-monitor-3,7.19,2.56,89.5,Safe
soil-water-monitor-3,7.28,3.47,324.8,Safe
soil-water-monitor-3,6.54,1.89,336.3,Safe
soil-water-monitor-3,4.98,24.09,815.9,Unsafe
soil-water-monitor-3,6.46,13.11,896.7,Unsafe
soil-water-monitor-3,7.17,3.08,311.9,Safe
soil-water-monitor-3,7.03,1.9,337.5,Safe
soil-water-monitor-1,7.23,3.69,364.6,Safe
soil-water-monitor-1,7.37,28.76,1350.0,Unsafe
soil-water-monitor-3,4.99,22.53,950.9,Unsafe
soil-water-monitor-2,6.01,12.08,678.9,Unsafe
soil-water-monitor-1,5.8,6.08,559.9,Moderate
soil-water-monitor-3,7.07,3.37,412.9,Safe
soil-water-monitor-2,9.08,122.68,2882.7,Critical
soil-water-monitor-2,4.97,133.22,2062.6,Critical
soil-water-monitor-3,6.31,8.7,552.3,Moderate
soil-water-monitor-3,4.99,52.37,2957.6,Critical
soil-water-monitor-2,7.43,0.37,347.2,Safe
soil-water-monitor-2,6.43,12.48,1140.0,Unsafe
soil-water-monitor-3,6.25,0.0,230.2,Safe
soil-water-monitor-2,7.77,2.97,200.5,Safe
soil-water-monitor-1,7.09,3.0,262.1,Safe
soil-water-monitor-2,6.25,20.92,1480.6,Unsafe
soil-water-monitor-1,6.35,4.09,462.5,Safe
soil-water-monitor-2,7.18,1.54,466.8,Safe
soil-water-monitor-2,6.37,6.95,774.6,Moderate
soil-water-monitor-3,6.48,4.2,314.1,Safe
soil-water-monitor-1,7.68,4.58,347.0,Safe
soil-water-monitor-3,7.38,0.3,387.6,Safe
soil-water-monitor-3,7.58,3.68,298.1,Safe
soil-water-monitor-3,6.7,11.05,756.0,Moderate
soil-water-monitor-1,6.81,8.41,556.2,Moderate
soil-water-monitor-1,8.34,1.86,226.5,Safe
soil-water-monitor-2,7.05,9.19,537.7,Moderate
soil-water-monitor-2,7.38,3.04,187.6,Safe
soil-water-monitor-2,7.07,3.26,217.5,Safe
soil-water-monitor-2,7.13,4.07,203.5,Safe
soil-water-monitor-1,5.98,41.42,1262.4,Unsafe
soil-water-monitor-3,7.13,3.18,186.0,Safe
soil-water-monitor-2,5.22,20.67,1873.5,Critical
soil-water-monitor-3,6.6,6.62,736.4,Moderate
soil-water-monitor-2,7.39,0.49,357.0,Safe
soil-water-monitor-2,6.58,31.34,1458.7,Unsafe
soil-water-monitor-2,4.32,32.43,2960.1,Critical
soil-water-monitor-1,7.49,1.57,331.1,Safe
soil-water-monitor-2,7.66,2.3,289.0,Safe
soil-water-monitor-3,6.53,2.55,180.8,Safe
soil-water-monitor-1,7.07,1.74,311.1,Safe
soil-water-monitor-1,6.73,6.31,761.6,Moderate
soil-water-monitor-2,6.67,4.54,806.0,Moderate
soil-water-monitor-1,5.83,17.74,1985.5,Unsafe
soil-water-monitor-2,4.82,41.86,1170.9,Critical
soil-water-monitor-3,5.63,17.96,2023.4,Critical
soil-water-monitor-2,7.05,4.55,453.3,Safe
soil-water-monitor-1,6.06,3.82,754.6,Moderate
soil-water-monitor-1,6.75,7.86,809.2,Moderate
soil-water-monitor-1,4.12,55.56,2575.7,Critical
soil-water-monitor-3,7.27,1.44,290.2,Safe
soil-water-monitor-3,6.92,5.78,864.4,Moderate
soil-water-monitor-3,7.58,28.8,1586.7,Unsafe
soil-water-monitor-2,3.58,37.13,2100.3,Critical
soil-water-monitor-2,4.07,87.36,2067.5,Critical
soil-water-monitor-1,6.83,1.53,165.6,Safe
soil-water-monitor-1,7.96,0.0,292.6,Safe
soil-water-monitor-2,7.49,0.39,193.9,Safe
soil-water-monitor-1,3.08,316.2,5169.7,Critical
soil-water-monitor-2,6.6,8.71,536.5,Moderate
soil-water-monitor-2,7.39,3.2,325.7,Safe
soil-water-monitor-1,7.21,3.65,269.1,Safe
soil-water-monitor-2,6.66,5.98,789.1,Safe
soil-water-monitor-2,7.9,0.43,481.4,Safe
soil-water-monitor-3,4.57,93.32,2434.4,Critical
soil-water-monitor-2,5.36,118.74,3214.1,Critical
soil-water-monitor-2,6.8,2.84,261.5,Safe
soil-water-monitor-3,7.28,1.56,230.6,Safe
soil-water-monitor-1,7.94,0.56,168.1,Safe
soil-water-monitor-1,7.46,7.16,214.8,Safe
soil-water-monitor-1,6.31,112.52,3083.9,Critical
soil-water-monitor-1,6.81,1.39,456.2,Safe
soil-water-monitor-1,5.32,4.95,827.9,Unsafe
soil-water-monitor-3,5.49,77.86,2223.8,Critical
soil-water-monitor-2,7.33,2.18,310.9,Safe
soil-water-monitor-2,6.12,3.51,645.4,Moderate
soil-water-monitor-1,6.03,6.12,840.2,Unsafe
soil-water-monitor-1,6.8,0.33,387.4,Safe
soil-water-monitor-2,,3.42,293.2,Safe
soil-water-monitor-2,5.6,43.44,1405.3,Unsafe
soil-water-monitor-3,6.06,95.27,3002.2,Critical
soil-water-monitor-3,7.28,9.48,809.3,Moderate
soil-water-monitor-2,6.33,2.16,423.1,Safe
soil-water-monitor-2,7.43,2.94,115.3,Safe
soil-water-monitor-3,6.78,10.48,805.4,Moderate
soil-water-monitor-2,7.42,1.89,375.9,Safe
soil-water-monitor-1,,20.6,1058.9,Critical
soil-water-monitor-1,7.67,1.62,110.2,Safe
soil-water-monitor-2,7.62,0.0,80.7,Safe
soil-water-monitor-3,5.27,25.46,1914.8,Critical
soil-water-monitor-3,7.38,3.89,286.2,Safe
soil-water-monitor-1,6.44,3.1,626.9,Moderate
soil-water-monitor-1,3.84,28.39,1800.6,Critical
soil-water-monitor-1,5.24,35.58,1638.7,Critical
soil-water-monitor-3,6.13,4.07,881.5,Moderate
soil-water-monitor-3,6.52,1.56,381.6,Safe
soil-water-monitor-3,5.26,21.7,1390.8,Critical
soil-water-monitor-3,6.9,1.17,229.5,Safe
soil-water-monitor-2,6.71,12.29,755.6,Moderate
soil-water-monitor-2,6.87,1.43,257.2,Safe
soil-water-monitor-1,7.4,1.33,347.7,Safe
soil-water-monitor-2,5.58,22.14,1940.4,Unsafe
soil-water-monitor-1,5.6,9.62,866.3,Unsafe
soil-water-monitor-1,6.63,10.91,600.0,Unsafe
soil-water-monitor-2,6.54,108.28,2231.0,Unsafe
soil-water-monitor-2,6.67,1.86,273.8,Safe
soil-water-monitor-3,7.19,2.24,302.4,Safe
soil-water-monitor-2,6.94,2.83,877.6,Safe
soil-water-monitor-1,5.97,22.56,4024.9,Critical
soil-water-monitor-3,7.45,4.33,194.4,Safe
soil-water-monitor-2,6.87,0.57,309.5,Safe
soil-water-monitor-1,7.65,1.17,194.2,Safe
soil-water-monitor-2,6.08,3.98,571.1,Moderate
soil-water-monitor-3,7.51,1.08,319.2,Safe
soil-water-monitor-3,6.52,0.22,456.7,Safe
soil-water-monitor-1,6.54,7.61,407.1,Moderate
soil-water-monitor-3,7.14,0.38,193.3,Safe
soil-water-monitor-3,6.23,5.55,631.2,Moderate
soil-water-monitor-3,6.24,4.63,506.3,Safe
soil-water-monitor-3,7.34,0.58,436.2,Safe
soil-water-monitor-3,,2.46,348.6,Safe
soil-water-monitor-1,6.78,27.79,1898.0,Unsafe
soil-water-monitor-1,7.45,1.77,324.2,Safe
soil-water-monitor-2,6.67,7.5,692.8,Moderate
soil-water-monitor-3,6.81,4.91,415.6,Safe
soil-water-monitor-2,6.32,7.54,643.5,Moderate
soil-water-monitor-3,4.54,49.9,1817.3,Critical
soil-water-monitor-3,6.01,10.05,1221.6,Unsafe
soil-water-monitor-3,6.84,9.35,369.6,Safe
soil-water-monitor-2,7.56,0.0,361.5,Safe
soil-water-monitor-2,8.04,1.3,290.1,Safe
soil-water-monitor-1,8.1,4.42,570.9,Safe
soil-water-monitor-1,6.92,4.26,507.5,Safe
soil-water-monitor-3,6.59,9.8,660.2,Moderate
soil-water-monitor-3,7.71,0.0,542.6,Safe
soil-water-monitor-3,5.63,25.33,2351.1,Critical
soil-water-monitor-2,6.93,1.57,453.1,Safe
soil-water-monitor-3,4.13,74.36,2437.0,Critical
soil-water-monitor-1,7.14,1.06,279.4,Safe
soil-water-monitor-1,,5.06,299.2,Safe
soil-water-monitor-1,5.77,25.03,2047.1,Unsafe
soil-water-monitor-3,6.05,5.94,685.5,Unsafe
soil-water-monitor-3,5.43,9.71,2197.8,Critical
soil-water-monitor-3,7.96,2.9,291.8,Safe
soil-water-monitor-2,6.41,9.74,666.9,Moderate
soil-water-monitor-2,5.21,12.81,1211.2,Critical
soil-water-monitor-1,6.86,7.89,621.6,Moderate
soil-water-monitor-1,7.07,4.12,356.4,Safe
soil-water-monitor-2,5.86,28.73,1716.3,Unsafe
soil-water-monitor-2,8.04,4.35,275.3,Safe
soil-water-monitor-1,6.81,35.14,956.6,Moderate
soil-water-monitor-2,6.78,8.29,1145.4,Moderate
soil-water-monitor-1,6.74,6.07,568.1,Safe
soil-water-monitor-2,7.11,4.58,475.3,Safe
soil-water-monitor-1,6.65,1.57,367.3,Safe
soil-water-monitor-3,7.37,4.81,239.0,Safe
soil-water-monitor-1,5.71,20.7,1763.9,Unsafe
soil-water-monitor-2,6.45,3.08,625.6,Moderate
soil-water-monitor-3,7.35,2.23,172.4,Safe
soil-water-monitor-3,7.95,3.28,822.4,Safe
soil-water-monitor-3,6.88,22.16,1468.8,Unsafe
soil-water-monitor-2,6.18,16.92,1387.1,Unsafe
soil-water-monitor-1,6.04,4.26,480.6,Moderate
soil-water-monitor-1,6.93,7.19,826.6,Moderate
soil-water-monitor-1,8.14,0.6,382.1,Safe
soil-water-monitor-2,7.59,0.47,167.3,Safe
soil-water-monitor-1,7.09,3.0,295.9,Safe
soil-water-monitor-2,6.93,2.72,279.1,Safe
soil-water-monitor-3,5.19,82.69,1396.1,Critical
soil-water-monitor-2,6.75,8.46,383.7,Safe
soil-water-monitor-3,6.45,1.23,284.8,Safe
soil-water-monitor-2,5.96,2.85,520.8,Moderate
soil-water-monitor-3,4.66,104.89,4040.9,Critical
soil-water-monitor-3,6.56,4.06,640.1,Moderate
soil-water-monitor-3,4.97,51.59,1508.6,Critical
soil-water-monitor-3,6.37,9.05,716.3,Moderate
soil-water-monitor-1,7.09,2.85,153.6,Safe
soil-water-monitor-3,6.11,36.44,1005.2,Unsafe
soil-water-monitor-3,7.51,0.0,302.3,Safe
soil-water-monitor-1,7.09,2.53,141.4,Safe
soil-water-monitor-3,7.75,1.05,187.6,Safe
soil-water-monitor-3,5.19,41.75,1828.7,Critical
soil-water-monitor-2,7.38,0.88,242.6,Safe
soil-water-monitor-1,7.25,6.19,362.2,Safe
soil-water-monitor-1,6.24,8.64,639.1,Unsafe
soil-water-monitor-1,7.76,3.36,151.2,Safe
soil-water-monitor-3,5.86,5.12,525.1,Moderate
soil-water-monitor-2,6.99,1.9,178.0,Safe
soil-water-monitor-2,3.3,74.33,3132.1,Critical
soil-water-monitor-1,7.49,3.02,323.4,Safe
soil-water-monitor-3,6.95,0.28,238.4,Safe
soil-water-monitor-2,3.31,27.98,1986.7,Critical
soil-water-monitor-3,5.67,5.01,534.8,Moderate
soil-water-monitor-3,6.66,4.61,626.4,Safe
soil-water-monitor-2,6.19,7.0,629.9,Moderate
soil-water-monitor-1,6.88,1.15,374.5,Safe
soil-water-monitor-1,7.11,25.33,1714.2,Unsafe
soil-water-monitor-2,5.32,88.15,3063.0,Critical
soil-water-monitor-3,7.59,1.85,144.7,Safe
soil-water-monitor-1,6.86,0.72,169.4,Safe
soil-water-monitor-3,6.63,2.73,583.6,Moderate
soil-water-monitor-1,6.14,3.36,667.5,Moderate
soil-water-monitor-3,6.78,5.85,474.6,Safe
soil-water-monitor-2,6.64,7.19,916.8,Moderate
soil-water-monitor-2,,1.92,241.3,Safe
soil-water-monitor-1,7.06,4.12,141.2,Safe
soil-water-monitor-2,7.23,0.1,694.1,Safe
soil-water-monitor-2,5.73,19.4,1191.2,Unsafe
soil-water-monitor-1,7.44,2.49,184.6,Safe
soil-water-monitor-2,7.03,1.65,466.0,Safe
soil-water-monitor-1,7.15,1.83,395.4,Safe
soil-water-monitor-1,5.46,6.08,373.1,Moderate
soil-water-monitor-2,6.74,0.02,342.1,Safe
soil-water-monitor-1,6.61,4.15,275.4,Safe
soil-water-monitor-1,5.89,10.56,588.5,Unsafe
soil-water-monitor-3,7.14,8.97,953.9,Moderate
soil-water-monitor-1,7.7,2.15,241.8,Safe
soil-water-monitor-2,7.98,4.88,106.8,Safe
soil-water-monitor-1,6.23,3.87,706.1,Moderate
soil-water-monitor-1,7.8,2.91,301.6,Safe
soil-water-monitor-1,7.01,2.1,255.2,Safe
soil-water-monitor-2,6.95,10.81,1522.5,Unsafe
soil-water-monitor-3,,5.53,866.3,Moderate
soil-water-monitor-2,7.12,11.56,1071.0,Unsafe
soil-water-monitor-1,7.92,1.78,289.3,Safe
soil-water-monitor-3,7.62,22.93,1789.0,Unsafe
soil-water-monitor-3,3.58,39.3,2677.8,Critical
soil-water-monitor-2,7.37,0.96,411.1,Safe
soil-water-monitor-1,7.42,2.94,354.8,Safe
soil-water-monitor-3,7.57,2.5,522.6,Safe
soil-water-monitor-2,6.78,4.08,221.5,Safe
soil-water-monitor-1,5.35,38.1,1339.4,Critical
soil-water-monitor-3,4.91,6.93,1277.4,Unsafe
soil-water-monitor-1,7.64,2.17,413.4,Safe
soil-water-monitor-2,7.29,1.57,315.0,Safe
soil-water-monitor-1,6.35,25.06,2379.5,Unsafe
soil-water-monitor-2,6.63,0.63,166.3,Safe
soil-water-monitor-2,6.68,9.46,616.1,Moderate
soil-water-monitor-2,6.79,45.19,1471.1,Unsafe
soil-water-monitor-3,5.59,15.3,1471.3,Critical
soil-water-monitor-1,5.84,34.93,1114.5,Unsafe
soil-water-monitor-1,7.14,1.85,189.9,Safe
soil-water-monitor-3,6.15,11.81,697.9,Unsafe
soil-water-monitor-3,7.72,0.76,329.8,Safe
soil-water-monitor-3,6.66,0.08,161.0,Safe
soil-water-monitor-3,7.29,0.0,265.7,Safe
soil-water-monitor-3,7.53,3.48,353.1,Safe
soil-water-monitor-3,3.32,64.64,1842.6,Critical
soil-water-monitor-2,7.09,1.81,217.4,Safe
soil-water-monitor-2,7.04,26.72,1261.1,Unsafe
soil-water-monitor-1,8.14,2.81,267.0,Safe
soil-water-monitor-1,7.64,4.82,189.7,Safe
soil-water-monitor-3,6.87,9.83,630.7,Moderate
soil-water-monitor-2,7.13,0.0,181.3,Safe
soil-water-monitor-3,6.49,9.36,592.1,Moderate
soil-water-monitor-2,6.66,2.96,208.3,Safe
soil-water-monitor-2,6.46,6.72,883.9,Moderate
soil-water-monitor-3,5.29,20.11,1156.2,Unsafe
soil-water-monitor-1,7.01,7.57,927.8,Moderate
soil-water-monitor-3,3.27,49.38,1604.6,Critical
soil-water-monitor-3,4.58,36.85,2596.0,Critical
soil-water-monitor-2,6.69,69.02,1989.7,Unsafe
soil-water-monitor-2,6.35,3.25,499.2,Moderate
soil-water-monitor-1,6.24,10.66,1523.2,Unsafe
soil-water-monitor-2,6.85,0.27,472.7,Safe
soil-water-monitor-3,6.88,5.84,775.7,Moderate
soil-water-monitor-1,6.17,11.42,1782.3,Unsafe
soil-water-monitor-2,7.28,4.56,341.5,Safe
soil-water-monitor-2,,19.87,665.8,Unsafe
soil-water-monitor-1,7.24,2.5,437.4,Safe
soil-water-monitor-1,6.73,5.57,453.3,Safe
soil-water-monitor-3,3.88,92.04,2784.2,Critical
soil-water-monitor-3,7.76,3.08,334.9,Safe
soil-water-monitor-2,7.14,6.29,320.4,Safe
soil-water-monitor-3,7.49,1.56,419.7,Safe
soil-water-monitor-2,7.5,6.09,527.7,Moderate
soil-water-monitor-2,7.29,1.14,354.8,Safe
soil-water-monitor-3,6.37,12.72,1020.7,Unsafe
soil-water-monitor-2,7.48,2.58,354.7,Safe
soil-water-monitor-2,6.89,10.53,445.4,Moderate
soil-water-monitor-1,7.06,1.34,252.8,Safe
soil-water-monitor-2,7.55,9.9,503.7,Moderate
soil-water-monitor-1,6.95,2.1,363.7,Safe
soil-water-monitor-2,5.5,6.18,815.2,Unsafe
soil-water-monitor-3,7.35,8.11,623.2,Moderate
soil-water-monitor-2,5.85,6.5,586.4,Unsafe
soil-water-monitor-2,6.52,4.81,171.5,Safe
soil-water-monitor-3,6.0,22.22,954.1,Unsafe
soil-water-monitor-3,7.62,2.7,226.5,Safe
soil-water-monitor-3,6.56,6.14,621.0,Moderate
soil-water-monitor-2,7.51,0.17,275.1,Safe
soil-water-monitor-1,7.39,4.03,553.2,Moderate
soil-water-monitor-3,7.79,1.55,283.6,Safe
soil-water-monitor-2,6.65,5.22,831.6,Safe
soil-water-monitor-3,5.21,12.33,1329.0,Critical
soil-water-monitor-1,7.09,0.66,276.1,Safe
soil-water-monitor-3,7.22,3.26,287.7,Safe
soil-water-monitor-2,7.35,1.56,222.4,Safe
soil-water-monitor-2,6.8,5.06,955.2,Moderate
soil-water-monitor-3,5.25,122.66,1734.1,Critical
soil-water-monitor-2,,6.41,775.7,Moderate
soil-water-monitor-2,6.24,45.77,1296.7,Unsafe
soil-water-monitor-3,8.14,3.25,226.8,Safe
soil-water-monitor-2,5.23,27.64,1057.7,Critical
soil-water-monitor-3,7.01,1.85,300.0,Safe
soil-water-monitor-1,6.47,8.69,508.8,Moderate
soil-water-monitor-3,7.37,6.03,185.1,Safe
soil-water-monitor-1,7.43,7.29,899.5,Moderate
soil-water-monitor-1,7.56,1.46,350.6,Safe
soil-water-monitor-3,7.07,7.23,477.8,Safe
soil-water-monitor-2,6.27,4.02,632.2,Moderate
soil-water-monitor-3,6.19,5.95,579.8,Moderate
soil-water-monitor-1,7.39,2.09,231.7,Safe
soil-water-monitor-1,6.78,1.95,220.3,Safe
soil-water-monitor-1,5.94,5.36,479.0,Moderate
soil-water-monitor-1,6.61,1.33,183.9,Safe
soil-water-monitor-3,7.32,0.0,319.0,Safe
soil-water-monitor-3,7.4,0.0,214.7,Safe
soil-water-monitor-3,7.15,0.52,187.4,Safe
soil-water-monitor-3,7.13,0.75,218.3,Safe
soil-water-monitor-1,7.16,1.57,170.1,Safe
soil-water-monitor-1,6.67,18.79,1546.3,Unsafe
soil-water-monitor-2,3.79,78.26,3063.2,Critical
soil-water-monitor-2,5.83,10.29,416.3,Moderate
soil-water-monitor-3,7.28,2.69,225.4,Safe
